ApplicantID,EducationInstituteName,Score,EducationLevelID,MajorID,Degree,YearsOfEducation
7683,politeknik lp3i jakarta,2.8,4,2,True,3
7688,universitas mohammad husni thamrin,3.57,2,2,False,3
7694,universitas indonesia,3.15,2,6,True,4
7700,universitas pancasila,3.06,2,6,True,4
7711,universitas diponegoro,0.94,1,6,True,8
7713,universitas gunadarma,3.36,2,3,True,4
7718,universitas sahid jakarta,3.0,2,6,True,4
7721,universitas kristen indonesia,3.08,2,8,True,3
7722,ppns,3.78,4,7,True,3
7723,universitas muhammadiyah jakarta,3.25,2,10,True,3
7725,islamic university of indonesia,3.66,2,6,False,4
7735,universitas sebelas maret,3.67,2,6,True,4
7740,universitas advent indonesia,3.46,4,5,True,2
7745,sman 55 jakarta,3.08,5,0,True,2
7750,stie perbanas surabaya,3.34,2,2,True,4
7752,universitas islam negeri syarif hidayatullah jakarta,0.9175,2,6,True,4
7755,universitas muslim indonesia,3.67,2,6,True,3
7756,sma n 1 cepu,1.712,5,13,True,3
7758,universitas surabaya,2.97,2,6,True,3
7764,atma jaya yogyakarta,3.81,2,6,True,3
7773,smk negeri 1 mojokerto,3.1,6,16,False,3
7796,universitas pakuan,3.04,2,7,True,6
7797,universitas atma jaya yogyakarta,2.89,2,2,True,6
7803,london school of public relations,0.7925,2,10,True,4
7805,universitas trisakti,3.3,1,10,True,5
7807,smk pgri 26,3.0,6,9,True,2
7810,katolik st. louis 2 surabaya,2.88,5,5,False,0
7812,universitas wijaya putra,3.61,2,7,True,4
7815,politeknik elektronika negeri surabaya,3.18,3,4,True,5
7820,stt ppmtt malang,0.685,4,8,True,3
7821,uin sunan ampel surabaya,3.28,2,10,False,4
7824,yappenda,1.82,5,0,True,3
7826,politeknik elektronika negeri surabaya,0.8125,3,9,True,6
7829,widya mandala catholic university,3.01,2,2,False,4
7837,institut teknologi sepuluh nopember,2.81,4,15,True,2
7838,stie perbanas surabaya,3.84,2,2,True,4
7845,universitas bhayangkara surabaya,3.72,2,10,True,15
7847,university bhayangkara surabaya,3.57,2,10,False,3
7857,widya mandala catholic university,3.14,2,10,True,3
7858,universitas airlangga,2.89,2,7,True,4
7861,sekolah tinggi ilmu ekonomi indonesia (stiesia),3.49,2,2,True,3
7864,uin sunan ampel surabaya,0.8925,2,2,True,4
7866,universitas islam negeri sunan ampel surabya ,3.57,2,15,True,4
7876,uin sunan ampel surabaya,3.67,2,6,True,4
7881,universitas airlangga,1.668,4,2,False,2
7898,universitas 17 agustus 1945 (untag surabaya),0.8375,2,6,False,4
7899,universitas airlangga,3.15,2,7,True,3
7901,sekolah tinggi teknik surabaya,2.52,2,16,False,8
7952,universitas pembangunan nasional,2.45,2,7,True,4
7970,universitas airlangga,3.26,2,10,True,4
7975,universitas airlangga,0.78,2,7,True,5
7976,universitas surabaya,3.05,2,2,True,4
7984,universitas pembangunan nasional veteran jakarta,0.8125,2,6,True,4
7986,universitas jember ,3.04,2,6,True,5
7989,sekolah tinggi senirupa dan desain indonesia (stisi - telkom university),0.7525,2,14,True,6
7990,rajamangala​ university​ of​ technology​ thailand,0.8375,2,15,True,4
7992,universitas 17 agustus 1945,0.7875,2,15,True,2
7993,universitas narotama,3.31,2,15,True,3
7995,universitas brawijaya,3.76,2,6,True,3
7997,universitas 17 agustus 1945 surabaya,3.59,2,2,True,3
8000,institut teknologi nasional,2.88,2,8,True,5
8002,institut teknologi sepuluh nopember,3.28,2,15,True,5
8008,stmik budi luhur jakarta,3.1,2,2,True,4
8013,universitas brawijaya,3.62,2,0,True,4
8015,universitas trunojoyo madura,3.26,2,7,False,4
8023,brawijaya university,0.9075,1,6,True,1
8027,institut agama islam negeri syekh nurjati cirebon,3.33,2,6,True,7
8028,universitas brawijaya,3.63,1,6,False,2
8029,universitas 17 agustus 1945,0.6875,2,6,True,6
8039,stiba malang,2.56,2,7,True,7
8043,universitas airlangga,3.08,2,15,True,3
8046,brawijaya,2.98,2,7,True,4
8051,institut teknologi sepuluh nopember,2.9,4,9,True,3
8056,universitas negeri jakarta,0.92,2,15,True,4
8062,universitas kristen petra,3.3,2,14,True,4
8066,universitas 17 agustus 1945 surabaya,0.81,2,6,True,4
8069,unika widya mandala surabaya,3.8,2,2,True,0
8072,sekolah tinggi ilmu ekonomi perbanas surabaya,3.7,2,2,True,13
8085,universitas kristen petra,3.06,2,7,True,3
8090,stie mahardika surabaya,3.5,1,7,True,2
8091,universitas airlangga,3.06,2,7,True,3
8097,stie perbanas surabaya,3.91,2,2,True,4
8098,university of padjadjaran,0.8,4,7,True,3
8099,ubaya,3.076,2,6,False,4
8101,universitas wijaya kusuma surabaya,3.28,2,2,True,7
8102,satya wacana christian university,2.89,2,7,True,7
8103,paramadina,3.19,2,7,False,5
8104,sekolah tinggi multi media yogyakarta,3.17,2,10,True,4
8107,universitas pembangunan nasional veteran jawa timur,3.87,2,15,True,3
8109,universitas gunadarma,3.39,2,2,True,4
8111,universitas narotama,3.59,2,7,True,4
8115,universitas negeri surabaya,3.62,2,7,True,4
8117,universitas dr. soetomo,3.76,2,7,True,3
8119,sepuluh nopember institute of technology (its surabaya),3.18,2,7,True,10
8121,universitas negeri surabaya,3.27,2,7,True,3
8122,universitas airlangga,3.44,2,7,True,3
8123,universitas negeri malang,3.6,2,15,True,5
8127,stie perbanas surabaya,3.32,2,2,True,3
8128,universitas airlangga,3.12,2,7,True,4
8129,universitas airlangga,3.35,2,7,True,4
8131,institut teknologi adhi tama surabaya,0.955,2,14,True,4
8132,universitas internasional semen indonesia,3.42,2,17,True,4
8134,universitas brawijaya,3.75,2,6,True,13
8136,binus university,2.7,2,7,True,4
8143,universitas airlangga,3.77,2,7,True,3
8144,institut bisnis dan informatika stikom surabaya,3.32,2,4,False,7
8145,universitas pgri adibuana surabaya,3.32,2,8,True,12
8146,istitut teknologi sepuluh nopember,0.8625,2,15,True,2
8150,institut teknologi sepuluh nopember surabaya,0.795,1,8,True,4
8152,universitas trunojoyo madura,3.77,2,7,True,3
8153,"universitas pembangunan nasional ""jawa timur""",3.16,2,16,True,5
8154,stmik mercusuar ,2.87,2,4,True,0
8161,universitas pgri adibuana surabaya,3.15,2,7,True,5
8163,politeknik pos indonesia,0.8725,4,2,False,3
8164,politeknik pos indonesia,3.02,4,7,True,3
8168,akademi komunikasi bina sarana informatika,3.43,4,10,True,3
8171,sekolah tinggi ekonomi islam (stei) tazkia,3.38,2,6,True,4
8172,widya mandala catholic university surabaya,3.25,2,2,True,4
8173,institut teknologi sepuluh nopember,3.33,2,14,True,5
8174,universitas diponegoro,2.79,2,8,True,4
8175,sekolah tinggi teknik pln,0.7875,2,8,True,4
8176,universitas tamajagakarsa,3.03,2,8,True,4
8179,politeknik negeri jakarta,3.25,3,8,True,4
8180,state polythecnic of jakarta,3.31,3,0,True,4
8183,"universitas pembangunan nasional ""veteran"" jakarta",3.59,2,6,True,3
8185,universitas brawijaya,3.2,2,8,True,4
8188,universitas methodist indonesia,3.15,4,16,True,3
8192,politeknik negeri malang,3.84,4,7,True,2
8193,universitas brawijaya malang,3.27,2,7,False,5
8196,politeknik negeri padang,3.4,3,8,True,4
8199,universitas gunadarma,3.52,2,2,True,4
8202,politeknik pos indonesia,0.8225,4,2,True,3
8203,universitas dian nuswantoro,3.5,2,14,True,13
8206,universitas muhammadiyah sidoarjo,0.805,2,2,True,5
8207,universitas airlangga,3.57,2,15,True,4
8210,universitas padjadjaran,3.28,2,7,True,6
8211,atma jaya yogyakarta,2.39,2,8,True,7
8227,mts nu miftahul ulum margasari,3.2,7,7,True,3
8228,sman 50 jakarta,2.96,5,0,True,2
8237,smk muhammadiyah 2 sragen,2.4,6,15,True,3
8247,politeknik negeri jakarta,3.65,3,2,True,4
8250,stie perbanas surabaya,3.64,2,2,True,3
8264,universitas brawijaya,3.18,2,7,True,3
8279,universitas dr. soetomo,3.56,2,10,True,3
8280,stie adhy niaga bekasi,3.27,2,0,False,4
8307,akademi teknik telekomunikasi sandhy putra jakarta,2.78,4,7,True,3
8309,sma negeri 7 tangerang,3.6,5,13,True,1
8315,tarumanagara university,3.27,2,6,True,4
8335,gunadarma,3.0,4,2,True,3
8339,universitas brawijaya,0.7775,2,7,True,4
8345,universitas katolik widya mandala surabaya,2.81,2,2,True,5
8346,smu pgri 10,1.7812000000000001,5,13,True,3
8348,universitas airlangga,0.87,2,2,True,3
8350,universitas negeri jakarta,3.11,2,0,True,3
8356,smu santa maria monica,2.4224,5,13,True,2
8361,dr. soetomo university ,3.6,2,10,True,3
8362,andalas university,0.8775,2,6,True,4
8384,politeknik negeri jakarta,3.27,4,8,True,0
8389,universitas persada indonesia yai,2.94,2,10,True,5
8397,universitas trisakti,3.38,1,6,True,7
8401,universitas quality,3.08,2,15,True,2
8403,university of pancasila,2.58,4,7,False,3
8405,sman 3 tangerang,2.7,5,13,True,3
8407,stie perbanas,0.9,2,0,True,4
8417,universitas islam negeri syarif hidayatullah jakarta,3.53,2,6,True,3
8442,uin syarif hidayatullah jakarta,3.65,2,6,False,4
8443,universitas negeri surabaya,3.44,2,0,False,4
8447,universitas brawijaya,3.33,2,6,True,0
8464,bina sarana informatika,2.97,4,17,True,3
8471,universitas sebelas maret,3.58,2,7,True,3
8473,universitas negeri jakarta,0.8575,2,4,True,6
8476,kartini,3.25,2,17,True,4
8480,politeknik negeri jakarta,3.43,3,8,True,4
8487,upn veteran surabaya,2.54,2,17,False,6
8488,smk negeri 8 jakarta,2.972,6,17,False,3
8492,gunadarma,0.75,4,0,False,3
8494,indraprasta pgri,2.91,2,4,True,5
8496,brawijaya university,3.78,2,7,True,3
8498,institut pertanian bogor,3.57,4,10,True,3
8513,smk grafika desa putera,3.2,6,14,False,1
8518,politeknik ubaya,3.304,4,7,True,2
8539,universitas muhammadiyah malang,0.835,2,6,True,4
8547,yai,0.785,2,10,True,6
8557,universitas jayabaya ,3.0,2,2,True,5
8559,universitas mahasaraswati denpasar,0.85,2,7,True,3
8564,sekolah tinggi ilmu ekonomi indonesia (stiesia) surabaya,3.35,1,2,True,7
8575,universitas malikussaleh,3.04,2,6,True,5
8578,universitas airlangga,3.8,2,2,True,3
8583,univ. budi luhur,2.74,2,4,True,3
8588,universitas nasional,0.9575,2,6,True,3
8589,the london school of public relation jakarta,3.03,2,10,True,4
8594,universitas pamulang,0.8575,2,2,True,5
8597,politeknik negeri jakarta,3.39,3,11,True,4
8598,state polytechnic of jakarta,3.38,4,9,True,3
8603,universitas esa unggul,3.9,2,17,True,6
8616,smk strada budiluhur,3.2,6,2,True,2
8625,universitas indonesia,2.8,2,6,True,5
8629,politeknik negeri jakarta,3.2,2,7,True,5
8630,universitas airlangga,3.17,2,3,True,4
8632,universitas trunojoyo madura,3.7,2,7,True,4
8636,politeknik negeri jakarta,3.24,3,17,False,4
8652,universitas pamulang,3.13,2,6,False,4
8653,upn veteran jakarta,2.7,2,7,True,6
8675,universitas nasional,3.11,2,6,True,6
8677,stiami,0.85,4,2,False,4
8684,universitas brawijaya,3.49,2,6,True,3
8687,padjadjaran university,3.6,2,6,True,4
8694,universitas jayabaya,3.14,2,3,True,0
8697,smk telkom pekanbaru,3.48,6,4,False,3
8728,universitas sriwijaya,0.8575,2,6,True,7
8760,politeknik negeri jakarta,0.95,4,2,True,3
8796,"universitas pembangunan nasional ""veteran"" jawa timur",2.74,2,4,True,6
8803,universitas trunojoyo madura,3.53,2,15,True,3
8811,universitas 17 agustus 1945 surabaya,3.36,2,7,True,3
8815,airlangga university,2.58,4,1,True,15
8821,universitas padjadjaran,3.21,4,10,True,3
8848,universitas pancasila,3.19,2,2,True,4
8850,politeknik negeri bandung,3.17,3,2,True,4
8853,universitas negeri jakarta,0.915,2,2,True,4
8854,universitas bhayangkara jakarta raya,0.87,2,2,True,3
8859,universitas andalas,3.55,2,8,True,4
8863,airlangga university,3.31,1,6,True,5
8871,universitas airlangga,2.72,2,7,True,5
8884,trunojoyo,3.22,2,6,True,4
8885,stp satya widya,3.2,2,1,True,4
8890,smkn 23 jakarta,3.3600000000000003,6,2,False,2
8897,universitas hang tuah surabaya,3.0,2,3,True,4
8901,universitas negeri malang,2.95,2,2,True,5
8902,trunojoyo madura,3.51,2,10,True,4
8903,ubaya,3.367,2,14,True,3
8904,uin sunan ampel surabaya,3.44,2,6,True,4
8905,universitas surabaya,3.64,2,14,True,3
8916,universitas islam indonesia,3.85,2,2,True,3
8918,universitas wijaya kusuma surabaya,3.37,2,6,True,3
8919,universitas airlangga,0.8025,2,17,True,3
8922,universitas airlangga,2.98,2,6,True,4
8923,universitas brawijaya,3.03,2,3,True,0
8931,universitas widya mandala,2.68,2,15,True,5
8935,universitas airlangga,3.25,2,15,True,3
8938,universitas surabaya,0.7525,2,4,True,3
8941,university of jember,3.25,2,15,True,4
8944,stiesia surabaya,0.865,2,17,True,3
8948,universitas negeri surabaya,3.41,2,17,True,4
8950,politeknik negeri jakarta,3.14,4,11,True,3
8951,institut teknologi sepuluh nopemeber surabaya (its),2.74,2,15,True,4
8953,smu pelita tiga,2.84,5,7,True,3
8959,universitas nusantara pgri kediri,3.58,2,2,False,4
8962,institut teknologi sepuluh november surabaya,0.845,2,7,True,2
8968,sebelas maret university,3.56,2,3,True,3
8975,universitas negeri surabaya ,3.62,2,15,True,3
8977,universitas ginadarma,3.14,2,4,True,3
8990,university of airlangga,3.52,1,7,True,4
8992,universitas trunojoyo madura,3.64,2,7,True,4
8993,politeknik negeri media kreatif psdd makassar,3.5,4,14,False,3
8995,universitas islam indonesia,3.64,2,10,True,3
8997,smkn 3 buduran sidoarjo,3.1860000000000004,6,8,True,3
9004,universitas kristen petra (ppar),0.89,9,7,True,5
9009,universitas katolik widya mandala surabaya,3.16,2,10,True,4
9011,universitas dr.soetomo,3.34,2,6,True,4
9012,universitas islam syekh yusuf tangerang,0.79,2,7,True,4
9015,universitas kristen petra,3.11,2,17,True,4
9016,ubaya,3.1,2,6,False,4
9017,universitas pelita harapan surabaya,2.97,2,0,True,3
9028,universitas airlangga (biologi),3.49,2,7,True,4
9029,universitas dr soetomo surabaya,3.58,2,17,True,3
9031,universitas indonesia,3.42,2,15,True,3
9032,universitas nasional,3.14,2,10,False,5
9038,universitas 17 agustus 1945 surabaya,3.15,2,3,True,3
9046,universitas islam negeri sunan ampel surabaya ,3.57,2,3,True,4
9048,universitas negeri surabaya,0.8825,2,5,True,5
9049,universitas islam negeri sunan ampel surabaya,3.47,2,3,False,4
9054,universitas negeri malang,3.8,2,15,True,12
9058,sekolah tinggi ilmu ekonomi mahardhika surabaya,3.3,2,2,True,3
9060,universitas singaperbangsa karawang,2.84,2,17,True,6
9061,"universitas pembangunan nasional ""veteran"" jawa timur",2.74,2,4,True,6
9063,universitas airlangga,3.62,2,7,True,5
9064,universitas surabaya,3.1,2,15,True,3
9069,universitas negeri surabaya,3.63,2,7,True,3
9071,universitas negeri surabaya,3.33,2,7,True,4
9074,universitas airlangga,0.8625,2,3,True,4
9078,universitas islam majapahit,3.8,2,10,False,4
9081,universitas negeri surabaya,3.68,2,7,True,5
9083,institut teknologi sepuluh nopember,2.92,4,15,True,3
9084,institut teknologi nasional,2.94,2,7,True,5
9085,universitas wijaya kusuma surabaya,3.46,2,17,True,15
9087,uin sunan ampel surabaya,3.39,2,7,False,7
9089,universitas mh thamrin,3.34,2,4,True,5
9105,universitas gadjah mada,3.51,1,17,True,4
9110,universitas multimedia nusantara,0.8525,2,10,True,5
9121,stie indonesia school of management,3.18,2,17,True,4
9122,"universitas pembangunan nasional ""veteran"" jawa timur",0.82,2,15,True,3
9129,binus universiry,0.67,2,2,True,4
9133,universitas mercubuana,0.875,1,2,True,3
9134,universitas mercu buana,3.36,2,10,True,7
9141,smk telkom malang,3.2,6,4,False,3
9143,atmajaya catholic university,2.81,2,2,True,14
9146,universitas trunojoyo,3.38,2,6,True,4
9147,universitas airlangga,3.33,2,10,True,4
9151,universitas pembangunan nasional veteran yogyakarta,3.53,2,7,True,5
9153,sekolah tinggi ilmu manajemen makassar,3.3,2,17,True,7
9161,universitas katolik atma jaya jakarta,0.8525,2,2,True,0
9164,universitas airlangga,0.7175,2,15,True,5
9166,akademi gizi surabaya,3.65,4,7,False,3
9175,politeknik negeri jakarta,0.825,4,7,True,2
9180,stie pasundan,2.75,4,2,True,3
9182,uin syarif hidayatullah jakarta,3.12,2,17,True,4
9183,universitas prof. dr. moestopo,2.81,2,10,True,5
9185,sultan ageng tirtayasa university ,3.23,2,6,True,4
9189,politeknik perkapalan negeri surabaya,3.09,3,9,True,4
9192,mercu buana university,3.7,2,2,True,3
9193,sekolah tinggi ilmu ekonomi pelita bangsa,0.8025,2,17,True,13
9197,institut bisnis dan informatika stikom surabaya,3.8,2,14,True,4
9199,universitas gunadarma,3.2,2,2,True,4
9215,brawijaya university,3.36,2,7,True,0
9225,universitas pgri ronggolawe,3.29,2,7,True,4
9230,universitas negeri medan,3.29,2,2,True,3
9232,universitas widyatama bandung,2.73,2,2,True,0
9233,universitas diponegoro,0.8625,2,6,False,4
9234,politeknik negeri jakarta,3.45,4,9,True,6
9235,universitas bhayangkara jakarta raya,3.03,2,7,True,4
9241,politeknik negeri jakarta,3.14,4,8,True,3
9250,universitas dr soetomo,3.46,2,2,False,4
9251,universitas muhammadiyah jakarta,3.25,2,7,False,3
9252,stie ahmad dahlan jakarta,0.8725,2,17,True,3
9253,universitas bhayangkara surabaya,0.785,2,16,True,5
9254,brawijaya,3.25,2,2,True,2
9257,univeristas jayabaya,0.815,2,9,True,4
9259,universitas pgri adi buana surabaya,3.36,2,0,True,4
9272,universitas gunadarma,3.41,2,2,True,4
9283,universitas brawijaya,0.81,2,7,True,4
9285,universitas muhammadiyah sidoarjo,3.51,2,17,True,4
9287,universitas muhammadiyah malang,3.68,2,2,True,3
9289,universitas negeri surabaya,3.22,2,7,True,4
9290,universitas airlangga,3.33,2,6,True,4
9291,universitas persada indonesia y.a.i,2.85,2,4,True,4
9301,universitas negeri malang,3.5,2,7,True,3
9303,sma n 4 kota tasikmalaya,3.08,5,13,True,3
9325,universitas negri padang,3.18,4,2,False,3
9326,universitas hang tuah surabaya,0.0,2,17,True,4
9330,universitas gunadarma,3.73,2,17,True,5
9337,institut ilmu sosial dan ilmu politik jakarta,3.24,2,10,True,4
9344,brawijaya university,3.37,2,0,True,4
9347,universitas esa unggul,3.38,2,10,True,6
9356,stie yai,3.09,2,2,True,4
9361,universitas jember,3.5,2,15,True,3
9363,universitas muhammadiyah sidoarjo,3.57,2,2,True,4
9368,istts,2.7,2,14,True,0
9370,universitas negeri jakarta,3.4,4,10,True,3
9373,institut teknologi sepuluh nopember surabaya,3.18,2,14,True,6
9375,universitas gunadarma,3.49,2,10,True,0
9377,gunadarma,3.04,2,2,True,4
9384,universitas padjadjaran,2.97,2,10,True,4
9385,stmik bandung,4.0,2,4,True,6
9386,"cambridge university, uk",3.2,3,4,True,2
9393,universitas gadjah mada,3.81,1,17,True,16
9397,universitas bina nusantara,2.75,2,4,True,3
9408,universitas bhayangkara surabaya,0.91,2,6,True,4
9410,brawijaya university,3.81,2,7,False,3
9412,indonusa esa unggul,2.98,2,17,True,4
9414,university of indonesia ,3.43,1,17,False,1
9415,"universitas 17 agustus 1945, surabaya",3.58,2,17,False,4
9416,universitas advent indonesia,0.71,2,2,True,4
9421,wearness education centre ,0.6875,4,17,False,1
9425,universitas dr. soetomo ,3.5,2,2,True,4
9430,institut teknologi sepuluh nopember (its),2.7,2,14,True,5
9431,university of indonesia,0.9325,4,17,True,15
9436,universitas airlangga,3.08,2,7,True,3
9437,universitas airlangga,3.55,2,7,True,4
9442,universitas persada indonesia yai,3.1,2,17,True,5
9449,stie yai,2.86,2,17,True,8
9456,politeknik negeri jakarta,0.805,4,9,True,3
9465,"upn""veteran""jawa timur",2.99,2,2,True,4
9476,universitas tamajagakarsa,3.15,4,2,True,4
9481,universitas padjadjaran,3.73,2,6,True,4
9483,universitas lampung,2.93,2,7,True,5
9484,politeknik negeri jakarta,3.33,4,9,True,11
9501,universitas persada indonesia y.a.i,2.54,2,10,True,5
9531,politeknik perkapalan negeri surabaya,3.51,3,15,True,4
9538,universitas gunadarma,3.03,2,2,False,5
9542,universitas prof. dr. moestopo(beragama),0.8525,2,10,True,16
9565,universitas batanghari,2.99,2,17,True,4
9566,sekolah tinggi ilmu ekonomi indonesia (stiesia),0.8,2,17,True,4
9567,st mediakom trisakti,3.07,3,14,True,0
9571,sma almubarak,1.754,5,13,False,3
9576,upb,0.75,1,17,True,6
9588,smkn 1 tambelang,3.105,6,9,False,3
9589,upn jatim,3.01,2,4,True,5
9591,universitas brawijaua,3.66,2,15,True,3
9598,atmajaya yogyakarta university,2.79,2,17,False,0
9599,universitas airlangga,3.63,1,6,False,2
9602,universitas gadjah mada,0.8125,2,17,True,2
9612,universitas islam lamongan,3.68,2,4,True,4
9613,universitas surabaya,3.41,1,2,True,8
9616,universitas pgri adi buana surabaya,2.82,4,15,True,4
9623,universitas airlangga,3.4,4,5,True,2
9624,universitas airlangga surabaya,0.85,4,17,False,3
9625,universitas jember,3.58,2,6,True,3
9631,universitas pembangunan nasional veteran jawa timur,3.41,2,2,True,4
9644,universitas pancasila,3.49,2,2,True,3
9659,politeknik negeri jakarta ,3.3,4,10,True,4
9662,universitas islam negeri malang,3.35,2,7,True,4
9666,stie perbanas surabaya,3.36,2,2,False,4
9668,universitas indraprasta pgri,0.88,2,7,True,4
9669,london school of public relations jakarta,0.6525,2,10,True,5
9671,stikp pgri jombang,0.895,2,7,True,3
9674,"upn ""veteran"" jawa timur",3.53,2,4,True,4
9679,sma antartika sidoarjo,2.4,5,7,True,3
9684,universitas  swadaya  gunung  jati,3.04,2,6,False,4
9689,univ 17 agustus 1945 surabaya,3.5,2,2,True,4
9691,universitas airlangga,3.63,1,6,True,5
9692,smk trisila,3.54,6,2,False,3
9693,universitas putra indonesia yptk padang,3.5,1,17,True,5
9695,universitas diponegoro,0.8775,2,6,True,3
9696,universitas tarumanagara,3.58,2,6,True,4
9708,trisakti university,3.67,2,6,True,3
9713,telkom university,0.92,2,14,True,4
9716,universitas pelita harapan,3.69,1,6,False,9
9737,politeknik negeri media kreatif jakarta,3.24,4,14,True,2
9742,atma jaya chatolic university,3.46,2,6,True,4
9751,politeknik negeri malang,2.8,4,2,False,6
9753,universitas brawijaya,3.45,2,7,False,17
9771,smu sejahtera 2 ,2.856,5,7,False,3
9780,institut teknologi nasional (itn) malang,3.06,2,4,True,4
9784,universitas andalas,3.62,2,6,True,5
9790,smkn 41 jakarta,3.006,6,14,False,3
9792,universitas mercu buana,3.6,2,10,False,4
9805,universitas nasional,0.7475,2,4,True,4
9806,"universitas putra indonesia ""yptk"" padang",3.56,2,3,True,3
9818,institut teknologi sepuluh nopember,3.36,2,15,True,4
9822,politeknik negeri jakarta,3.21,4,9,True,2
9830,universitas trisakti,3.45,1,2,False,6
9836,universitas padjadjaran,3.1,2,2,True,5
9839,stie pertiwi,3.45,2,2,True,3
9840,universitas airlangga,2.8,2,15,True,4
9843,upn jatim,2.5,2,7,True,5
9845,institut teknologi sepuluh nopember,3.2,2,7,True,4
9846,universitas jayabaya,3.16,2,6,False,4
9854,universitas brawijaya,3.34,2,15,True,3
9862,universitas negeri malang,3.16,2,14,True,2
9869,institut bisnis dan informatika stikom surabaya,0.81,2,14,True,7
9870,universitas wijaya kusuma,2.84,2,7,True,5
9873,institut teknologi nasional malang,3.1,2,7,True,3
9885,universitas pamulang,3.64,2,17,True,4
9894,politeknik negeri jakarta,2.98,4,7,True,3
9905,universitas muhammadiyah jakarta ,3.09,2,6,True,4
9911,institut bisnis dan informatika stikom surabaya,3.77,2,15,True,15
9932,universitas syiah kuala,3.68,2,6,True,3
9940,universitas kristen indonesia ,3.42,2,6,True,3
9942,universitas bhayangkara jaya,3.42,2,6,True,4
9943,sekolah tinggi ilmu hukum gunung jati tangerang,3.04,2,6,True,4
9944,amik bsi,3.17,4,4,True,3
9946,stikom,2.9,9,14,True,4
9956,smkn 1 boyolangu ,2.72,6,4,True,3
9970,airlangga university,0.85,2,15,True,4
9985,"institut teknologi nasional malang, jurusan arsitektur",0.835,2,8,True,16
9992,universitas,3.08,2,7,True,6
9994,universitas airlangga,3.71,2,7,True,4
10017,smk malaka,3.24,6,16,False,2
10018,sekolah tinggi ilmu ekonomi indonesia,3.19,2,17,True,5
10023,stie dharma bumiputera,0.735,2,2,True,3
10061,politeknik universitas indonesia,2.4,4,14,True,5
10069,universitas indonesia,3.25,2,6,True,3
10080,universitas sarjanawiyata tamansiswa yogyakarta ,3.07,2,15,True,14
10081,universitas surakarta,0.785,2,6,False,3
10090,universitas indonesia,3.48,4,2,True,3
10094,binus,3.0,2,6,False,3
10102,universitas nasional,2.64,2,0,True,6
10109,universitas padjadjaran,3.08,2,6,True,0
10110,smk dinamika pembangunan,2.7,1,7,False,1
10138,sma kertajaya,3.2,5,13,True,2
10139,smk negeri 6 surabaya,3.2,6,1,True,2
10146,universitas islam negeri syarif hidayatullah jakarta,0.93,2,6,True,4
10147,sma assyafiiyah 02 bekasi,2.6399999999999997,5,13,False,2
10156,smk n karangpucung,2.8,6,15,True,3
10174,trisakti,3.14,2,14,True,4
10183,smk rajasa,3.084,6,0,True,2
10202,universitas gunadarma,3.46,2,2,True,3
10207,bina saranainformatika,3.13,4,4,False,1
10235,universitas islam bandung,3.33,1,6,True,5
10240,universitas andalas,3.18,2,6,True,3
10242,univ pancasila,0.8275,2,6,False,4
10244,politeknik negeri jakarta,2.46,4,7,True,15
10295,politeknik indonesia (d3 administrasi & public relation),3.25,4,0,False,2
10299,universitas airlangga,2.87,2,3,True,5
10301,universitas brawijaya,2.99,2,15,False,5
10302,smk jakarta tiga,2.04,6,0,True,9
10305,nexford university,0.0,1,17,True,5
10317,smk mater amabilis,1.7668000000000001,6,1,True,12
10321,universitas indonesia,3.51,1,17,True,5
10327,universitas sultan ageng tirtayasa,0.9575,2,6,True,4
10342,universitas islam indonesia,0.775,2,6,True,5
10364,smk bina siswa utama ,2.8,6,15,False,2
10379,universitas jenderal soedirman,3.24,2,6,True,4
10382,institut teknologi adhi tama surabaya,3.23,2,0,True,4
10411,kalbis institute,0.8025,2,10,True,4
10422,smk hidatha,2.73,6,17,False,2
10446,university bina sarana informatika (bsi),3.54,4,4,True,3
10449,diponegoro university,3.7,2,15,True,4
10465,telkom university,3.17,2,7,True,4
10489,universitas persada indonesia yai,3.09,2,10,True,4
10501,upn veteran jatim,2.8,2,4,True,6
10511,sekolah menengah kejuruan prima unggul,3.168,6,16,False,12
10513,sma negeri 107 jakarta,2.8,5,13,True,2
10517,stt islamic village,3.21,2,4,True,4
10518,stie prima graha,3.23,2,17,True,4
10523,politeknik negeri media kreatif,3.01,4,14,True,3
10538,universitas pancasila,3.05,2,4,False,4
10540,universitas gunadarma,0.7775,2,4,True,5
10541,mercubuana,3.24,2,4,True,3
10550,universitas wijaya kusuma surabaya,2.99,2,6,True,0
10559,sma negeri 74  jakarta,3.2,5,13,False,2
10574,"universitas pembangunan nasional ""veteran"" jakarta",2.85,2,4,True,5
10599,universitas andalas,3.34,2,16,True,5
10602,universitas gunadarma,3.02,2,7,True,4
10609,universitas indonesia,0.835,4,15,True,3
10627,uin syarif hidayatullah jakarta,3.08,2,7,True,4
10634,universitas sultan ageng tirtayasa,3.28,2,6,True,4
10635,stie trisakti,0.83,2,17,True,8
10662,universitas komputer indonesia,3.55,2,10,True,4
10673,universitas mercu buana,3.13,2,10,False,3
10674,smk farmasi ikifa,2.9808,6,13,False,2
10679,universitas pamulang,3.03,2,4,True,8
10685,universitas 17 agustus 1945 surabaya,3.65,2,10,True,4
10691,universitas 17 agustus 1945 surabaya,3.18,2,3,False,4
10692,stt texmaco subang,2.81,4,4,True,3
