,ApplicantEducationID,ApplicantID,DateStart,DateEnd,EducationInstituteName,Score,EducationLevelID,MajorID,Degree
7941,11029,31908,2012-08-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,3.29,2,7.0,True
7942,11030,31861,1989-06-01 00:00:00.0000000,1994-08-01 00:00:00.0000000,UPB,275.0,2,17.0,True
7943,11031,31912,2008-06-01 00:00:00.0000000,2012-09-01 00:00:00.0000000,UNIVERSITAS SAHID,291.0,2,10.0,True
7944,11032,31916,1991-07-01 00:00:00.0000000,1998-09-01 00:00:00.0000000,INSTITUT ILMU SOSIAL & ILMU POLITIK JAKARTA,2.4,2,10.0,True
7945,11033,31910,1999-07-01 00:00:00.0000000,2006-05-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,315.0,2,17.0,True
7946,11034,31911,2015-08-01 00:00:00.0000000,2019-07-01 00:00:00.0000000,PRESIDENT UNIVERSITY (MAJORING INTERNATIONAL RELATIONS),3.7,2,,True
7947,11035,31925,2012-08-01 00:00:00.0000000,2019-08-01 00:00:00.0000000,PANCASILA ,297.0,2,2.0,True
7948,11036,31930,1998-05-01 00:00:00.0000000,2004-04-01 00:00:00.0000000,SD ISLAM ATHIRAH,6.0,8,,False
7949,11037,31930,2006-05-01 00:00:00.0000000,2007-04-01 00:00:00.0000000,SMP NEGERI 3 MAKASSAR,7.0,7,,False
7950,11038,31930,2007-05-01 00:00:00.0000000,2010-06-01 00:00:00.0000000,SMA KARTIKA WIRABUANA - 1 MAKASSAR,7.0,5,,False
7951,11039,31930,2010-05-01 00:00:00.0000000,2015-10-01 00:00:00.0000000,SEKOLAH TINGGI ILMU EKONOMI BOENGAYA MAKASSAR,3.21,2,17.0,True
7952,11040,31935,2012-08-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,TELKOM UNIVERSITY,253.0,2,21.0,True
7953,11041,31931,2013-09-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,STMIK STIKOM BALI,3.57,2,21.0,True
7954,11042,31929,2001-06-01 00:00:00.0000000,2006-12-01 00:00:00.0000000,UNIVERSITAS 45 SURABAYA,308.0,2,15.0,True
7955,11043,31936,2017-07-01 00:00:00.0000000,2020-05-01 00:00:00.0000000,SMK NEGERI 3 DEPOK,83.6,6,16.0,False
7956,11045,31940,2011-09-01 00:00:00.0000000,2015-10-01 00:00:00.0000000,POLITEKNIK NEGERI UJUNG PANDANG,3.26,3,16.0,True
7957,11046,31945,2016-08-01 00:00:00.0000000,2020-06-01 00:00:00.0000000,UNIVERSITAS HASANUDDIN (TEKNIK INDUSTRI,3.8,2,15.0,True
7958,11047,31947,2008-11-01 00:00:00.0000000,2012-11-01 00:00:00.0000000,UNIVERSITAS SETIA BUDI MANDIRI,3.28,2,17.0,True
7959,11048,31958,2011-11-01 00:00:00.0000000,2014-04-01 00:00:00.0000000,IPB (INSTITUT PERTANIAN BOGOR ),2.98,4,,True
7960,11049,31958,2014-10-01 00:00:00.0000000,2016-04-01 00:00:00.0000000,UNIVERSITAS PAKUAN,3.21,2,,True
7961,11050,31965,2002-11-01 00:00:00.0000000,2005-11-01 00:00:00.0000000,STIE IBBI,308.0,4,2.0,True
7962,11051,31968,2010-07-01 00:00:00.0000000,2014-08-01 00:00:00.0000000,UNIVERSITAS NEGERI MEDAN,3.3,2,7.0,True
7963,11052,31994,2009-03-01 00:00:00.0000000,2012-11-01 00:00:00.0000000,STISIPOL PANCASAKTI BUKITTINGGI,3.57,2,7.0,True
7964,11053,31995,2016-05-01 00:00:00.0000000,2019-05-01 00:00:00.0000000,SMAN 1 CIBARUSAH,229.0,5,15.0,True
7965,11054,32001,1993-06-01 00:00:00.0000000,1999-07-01 00:00:00.0000000,INSTITUT TEKNOLOGI MEDAN,3.11,2,9.0,True
7966,11055,32014,2016-09-01 00:00:00.0000000,2020-06-01 00:00:00.0000000,BUNDA MULIA UNIVERSITY,3.37,2,10.0,True
7967,11056,32017,2010-07-01 00:00:00.0000000,2017-05-01 00:00:00.0000000,UNIVERSITAS SUMATERA UTARA,2.88,2,4.0,True
7968,11057,32025,2012-09-01 00:00:00.0000000,2018-01-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH YOGYAKARTA,3.06,2,6.0,True
7969,11058,31943,2012-07-01 00:00:00.0000000,2019-08-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH MALANG,2.93,2,17.0,True
7970,11059,32028,2015-06-01 00:00:00.0000000,2019-05-01 00:00:00.0000000,UNIVERSITAS MUSLIM INDONESIA ,3.8,2,6.0,True
7971,11060,32030,2015-09-01 00:00:00.0000000,2019-09-01 00:00:00.0000000,UNIVERSITAS NEGERI MEDAN,331.0,2,17.0,True
7972,11061,32030,2015-09-01 00:00:00.0000000,2019-09-01 00:00:00.0000000,UNIVERSITAS NEGERI MEDAN,331.0,2,17.0,True
7973,11062,32027,2011-09-01 00:00:00.0000000,2015-11-01 00:00:00.0000000,UNIVERSITAS PANCASILA,311.0,2,2.0,True
7974,11063,31954,2010-07-01 00:00:00.0000000,2015-04-01 00:00:00.0000000,UNIVERSITAS WIJAYA KUSUMA SURABAYA,3.49,2,17.0,False
7975,11064,32040,2011-03-01 00:00:00.0000000,2019-03-01 00:00:00.0000000,UNIVERSITAS NASIONAL,2.95,2,7.0,True
7976,11065,32041,2016-06-01 00:00:00.0000000,2020-05-01 00:00:00.0000000,UNIVERSITAS PRIMA INDONESIA,349.0,2,17.0,True
7977,11066,32049,2011-06-01 00:00:00.0000000,2013-03-01 00:00:00.0000000,SMA 33 JAKARTA,7.0,5,,True
7978,11067,32052,2014-07-01 00:00:00.0000000,2017-05-01 00:00:00.0000000,SMK SANTA THERESIA JAKARTA,83.04,6,1.0,False
7979,11068,32054,1997-07-01 00:00:00.0000000,2000-06-01 00:00:00.0000000,SMK HKBP PEMATANG SIANTAR,27.03,6,9.0,False
7980,11069,32056,2015-08-01 00:00:00.0000000,2020-08-01 00:00:00.0000000,IKADO,3.5,2,4.0,True
7981,11070,32059,2078-06-01 00:00:00.0000000,2022-06-01 00:00:00.0000000,UNIVERSITAS TERBUKA,3.0,2,20.0,False
7982,11071,32064,2014-05-01 00:00:00.0000000,2018-06-01 00:00:00.0000000,UNIVERSITAS NEGERI MAKASSAR,3.35,2,7.0,True
7983,11072,32072,2016-08-01 00:00:00.0000000,2019-06-01 00:00:00.0000000,UNIVERSITAS DIPONEGORO,4.47,4,7.0,True
7984,11073,32070,2013-08-01 00:00:00.0000000,2016-05-01 00:00:00.0000000,SMKN 50 JAKARTA,8.1,6,2.0,False
7985,11074,32078,2015-07-01 00:00:00.0000000,2019-07-01 00:00:00.0000000,UNIVERSITAS PADJADJARAN,3.64,2,7.0,True
7986,11075,32084,2014-09-01 00:00:00.0000000,2018-04-01 00:00:00.0000000,STMIK DIPANEGARA MAKASSAR,3.53,2,15.0,True
7987,11076,32088,2016-06-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS MERCU BUANA,3.54,2,10.0,True
7988,11077,32090,2003-07-01 00:00:00.0000000,2012-09-01 00:00:00.0000000,ESA UNGGUL,2.75,2,6.0,True
7989,11078,32088,2011-05-01 00:00:00.0000000,2014-09-01 00:00:00.0000000,UNIVERSITAS NEGERI JAKARTA ,3.1,4,10.0,True
7990,11079,32091,2014-08-01 00:00:00.0000000,2018-12-01 00:00:00.0000000,UNIVERSITAS SAM RATULANGI,3.43,2,8.0,True
7991,11080,32095,2009-06-01 00:00:00.0000000,2013-07-01 00:00:00.0000000,STMIK HANDAYANI MAKASSAR,3.27,2,21.0,True
7992,11081,32089,2015-05-01 00:00:00.0000000,2018-05-01 00:00:00.0000000,SMK TARUNA TERPADU 1 BOGOR,82.0,6,16.0,True
7993,11082,32100,2010-08-01 00:00:00.0000000,0017-06-01 00:00:00.0000000,HASANUDDIN UNIVERSITY,3.27,2,15.0,False
7994,11083,32103,2015-08-01 00:00:00.0000000,2020-01-01 00:00:00.0000000,UNIVERSITAS NEGERI SURABAYA,3.21,4,8.0,True
7995,11084,32114,2006-09-01 00:00:00.0000000,2020-02-01 00:00:00.0000000,MERCUBUANA UNIVERSITY,3.81,2,10.0,True
7996,11085,32118,2015-08-01 00:00:00.0000000,2018-11-01 00:00:00.0000000,UNIV. BINA SARANA INFORMATIKA,3.4,4,10.0,True
7997,11086,32121,2009-07-01 00:00:00.0000000,2014-07-01 00:00:00.0000000,STIKOM INTERSTUDI,2.99,2,10.0,True
7998,11087,32119,2012-06-01 00:00:00.0000000,2015-09-01 00:00:00.0000000,BINA SARANA INFORMATIKA,305.0,4,17.0,False
7999,11088,32119,2008-06-01 00:00:00.0000000,2011-06-01 00:00:00.0000000,SMK NEGERI 1 BOGOR,80.0,6,5.0,False
8000,11089,32120,2015-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,STIKS TARAKANITA,3.75,4,5.0,False
8001,12086,33119,2011-10-01 00:00:00.0000000,2015-12-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,314.0,2,17.0,True
8002,12087,33123,2015-08-01 00:00:00.0000000,2019-12-01 00:00:00.0000000,UIN MAULANA MALIK IBRAHIM MALANG,362.0,2,3.0,True
8003,12088,33126,2015-07-01 00:00:00.0000000,2019-07-01 00:00:00.0000000,UNIVERSITAS TARUMANAGARA ,3.74,2,10.0,True
8004,12089,33127,2016-08-01 00:00:00.0000000,2020-06-01 00:00:00.0000000,SEKOLAH TINGGI FILSAFAT DRIYARKARA,3.5,2,,True
8005,12090,33134,2017-09-01 00:00:00.0000000,2021-07-01 00:00:00.0000000,UNIVERSITAS BUNG KARNO,368.0,2,6.0,False
8006,12091,31880,2014-08-01 00:00:00.0000000,2019-02-01 00:00:00.0000000,UNIVERSITAS SATYA NEGARA,3.26,2,4.0,True
8007,12092,33137,2005-05-01 00:00:00.0000000,2008-05-01 00:00:00.0000000,SMK YP MULIA,7.5,6,2.0,False
8008,12093,33141,2015-07-01 00:00:00.0000000,2018-07-01 00:00:00.0000000,POLITEKNIK KESEHATAN JAKARTA 2,3.12,4,7.0,True
8009,12094,33142,2018-01-01 00:00:00.0000000,2019-10-01 00:00:00.0000000,MBA ITB - INSTITUT TEKNOLOGI BANDUNG,377.0,1,17.0,True
8010,12095,33148,2014-08-01 00:00:00.0000000,2019-03-01 00:00:00.0000000,ATMA JAYA UNIVERSITY,3.18,2,10.0,True
8011,12096,33149,2013-09-01 00:00:00.0000000,2017-11-01 00:00:00.0000000,UNIVERSITAS ISLAM NEGERI JAKARTA,3.13,2,3.0,True
8012,12097,33155,2015-09-01 00:00:00.0000000,2020-03-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH YOGYAKARTA,3.27,2,7.0,True
8013,12098,33158,2004-07-01 00:00:00.0000000,2007-06-01 00:00:00.0000000,SMK YPPTI BUKITTINGGI,84.0,6,15.0,True
8014,12099,33166,2009-08-01 00:00:00.0000000,2014-03-01 00:00:00.0000000,UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,324.0,2,2.0,True
8015,12100,30970,2010-06-01 00:00:00.0000000,2013-06-01 00:00:00.0000000,SMPN 25 SURABAYA,34.5,7,,True
8016,12101,33173,2014-09-01 00:00:00.0000000,2018-08-01 00:00:00.0000000,STT-PLN JAKARTA,351.0,2,4.0,True
8017,12102,33135,2014-08-01 00:00:00.0000000,2020-07-01 00:00:00.0000000,INSTITUTE STIAMI,2.9,2,17.0,False
8018,12103,33135,2009-06-01 00:00:00.0000000,2012-06-01 00:00:00.0000000,SMAN 1 TELUK JAMBE,7.9,5,,True
8019,12104,33135,2006-06-01 00:00:00.0000000,2009-06-01 00:00:00.0000000,SMPN 1 KARAWANG BARAT,7.9,7,,True
8020,12105,33135,2000-06-01 00:00:00.0000000,2006-06-01 00:00:00.0000000,SDN KARANG PAWITAN 1 ,8.6,8,,True
8021,12106,33174,2015-09-01 00:00:00.0000000,2019-09-01 00:00:00.0000000,UNIVERSITAS PERSADA INDONESIA Y.A.I,3.2,2,3.0,True
8022,12107,33178,2014-06-01 00:00:00.0000000,2017-06-01 00:00:00.0000000,AL - BASYARIAH,80.0,6,16.0,False
8023,12108,33175,2015-08-01 00:00:00.0000000,2020-01-01 00:00:00.0000000,UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,3.66,2,6.0,True
8024,12109,33189,2012-09-01 00:00:00.0000000,2017-04-01 00:00:00.0000000,UNIVERSITAS PANCASILA,2.68,2,3.0,True
8025,12110,33192,2004-04-01 00:00:00.0000000,2007-07-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,2.85,4,21.0,True
8026,12111,33196,2004-08-01 00:00:00.0000000,2011-08-01 00:00:00.0000000,ATMA JAYA,2.6,2,2.0,True
8027,12112,33196,2012-08-01 00:00:00.0000000,2016-08-01 00:00:00.0000000,TRISAKTI,3.41,1,17.0,True
8028,12113,33199,2012-09-01 00:00:00.0000000,2016-09-01 00:00:00.0000000,UNIVERSITAS HKBP NOMMENSEN MEDAN,3.25,2,2.0,True
8029,12114,33198,2003-09-01 00:00:00.0000000,2005-06-01 00:00:00.0000000,LP3I,0.0,4,5.0,False
8030,12115,33198,2000-06-01 00:00:00.0000000,2003-06-01 00:00:00.0000000,SMU N 67 ,74.4,5,13.0,False
8031,12117,33201,2012-08-01 00:00:00.0000000,2016-03-01 00:00:00.0000000,UNIVERSITAS MERCU BUANA,3.66,2,2.0,True
8032,12118,33201,2009-07-01 00:00:00.0000000,2012-07-01 00:00:00.0000000,SMAN 85 JAKARTA,100.0,5,2.0,True
8033,12119,33204,2008-09-01 00:00:00.0000000,2013-04-01 00:00:00.0000000,BRAWIJAYA,3.15,2,2.0,True
8034,12120,33212,2004-07-01 00:00:00.0000000,2010-07-01 00:00:00.0000000,SD AL FALAH SURABAYA,25.25,8,,True
8035,12121,33212,2010-07-01 00:00:00.0000000,2013-07-01 00:00:00.0000000,SMP AL HIKMAH SURABAYA,35.8,7,,True
8036,12122,33212,2013-07-01 00:00:00.0000000,2016-07-01 00:00:00.0000000,MAN 3 MALANG,462.5,5,,True
8037,12123,33212,2016-08-01 00:00:00.0000000,2020-03-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.4,2,6.0,True
8038,12124,33214,2018-08-01 00:00:00.0000000,2020-03-01 00:00:00.0000000,STIE AHMAD DAHLAN JAKARTA,3.72,2,2.0,True
8039,12125,33200,2014-08-01 00:00:00.0000000,2018-05-01 00:00:00.0000000,UNIVERSITAS KLABAT,346.0,2,2.0,False
8040,12126,33210,2002-06-01 00:00:00.0000000,2004-07-01 00:00:00.0000000,TARUMANA NEGARA UNIVERSITY,3.65,1,2.0,True
8041,12127,33216,2017-05-01 00:00:00.0000000,2020-05-01 00:00:00.0000000,SMK NEGERI 58 JAKARTA,84.22,6,8.0,False
8042,12128,33225,2016-09-01 00:00:00.0000000,2020-02-01 00:00:00.0000000,AIRLANGGA UNIVERSITY,3.6,2,15.0,True
8043,12129,33191,2014-03-01 00:00:00.0000000,2015-07-01 00:00:00.0000000,UNIVERSITAS STIE,3.24,2,17.0,False
8044,12130,33228,2014-08-01 00:00:00.0000000,2018-11-01 00:00:00.0000000,UNIVERSITAS WIJAYA PUTRA SURABAYA,363.0,2,17.0,True
8045,12131,33236,2016-09-01 00:00:00.0000000,2020-02-01 00:00:00.0000000,SEKOLAH TINGGI ILMU EKONOMI MALANGKUCECWARA,3.63,2,2.0,True
8046,12132,33237,2013-08-01 00:00:00.0000000,2017-11-01 00:00:00.0000000,UNIVERSITAS NEGERI MALANG,342.0,2,15.0,True
8047,12133,33239,2011-09-01 00:00:00.0000000,2015-11-01 00:00:00.0000000,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,3.75,2,14.0,True
8048,12134,33239,2007-06-01 00:00:00.0000000,2010-06-01 00:00:00.0000000,SMK TELKOM SANDHY PUTERA MALANG,42.32,6,4.0,False
8049,12135,33243,2013-07-01 00:00:00.0000000,2016-07-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.43,4,2.0,True
8050,12136,33246,2014-08-01 00:00:00.0000000,2020-01-01 00:00:00.0000000,UIN MAULANA MALIK IBRAHIM MALANG,3.11,2,18.0,False
8051,12137,33179,2014-08-01 00:00:00.0000000,2018-12-01 00:00:00.0000000,UNIVERSITAS KRISTEN PETRA,3.32,2,10.0,True
8052,12138,33248,2016-08-01 00:00:00.0000000,2020-05-01 00:00:00.0000000,UPN VETERAN JAWA TIMUR,365.0,2,2.0,True
8053,12139,33217,2016-08-01 00:00:00.0000000,2020-05-01 00:00:00.0000000,UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAWA TIMUR,3.73,2,2.0,True
8054,12140,33251,2009-07-01 00:00:00.0000000,2012-07-01 00:00:00.0000000,SMA KRISTEN PETRA 3,7.4,5,13.0,False
8055,12141,33251,2012-08-01 00:00:00.0000000,2020-08-01 00:00:00.0000000,WIDYA MANDALA SURABAYA,3.46,2,10.0,False
8056,12142,33252,2016-09-01 00:00:00.0000000,2020-12-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.43,2,17.0,True
8057,12143,33258,2016-08-01 00:00:00.0000000,2019-10-01 00:00:00.0000000,POLITEKNIK POS INDONESIA ,3.52,4,,True
8058,12144,33266,2012-06-01 00:00:00.0000000,2016-07-01 00:00:00.0000000,UNIVERSITAS MERCU BUANA JAKARTA,3.12,2,16.0,True
8059,12145,33267,2006-08-01 00:00:00.0000000,2011-05-01 00:00:00.0000000,UNIVERSITAS WIDYA MANDALA,2.56,2,7.0,True
8060,12146,33244,2015-08-01 00:00:00.0000000,2019-02-01 00:00:00.0000000,STIE PERBANAS SURABAYA,3.76,2,17.0,True
8061,12147,33262,2017-07-01 00:00:00.0000000,2020-06-01 00:00:00.0000000,UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA,331.0,4,5.0,True
8062,12148,33262,2015-07-01 00:00:00.0000000,2017-05-01 00:00:00.0000000,SMAK ST LOUIS 2 SURABAYA,0.0,5,,False
8063,12149,33276,2014-08-01 00:00:00.0000000,2018-04-01 00:00:00.0000000,UNIVERSITAS NEGERI MALANG,3.8,2,7.0,True
8064,12150,33283,2011-09-01 00:00:00.0000000,2016-07-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.63,2,7.0,True
8065,12151,33286,2009-03-01 00:00:00.0000000,2012-04-01 00:00:00.0000000,BINA SARANA INFORMATIKA,3.27,4,21.0,True
8066,12152,33287,2009-04-01 00:00:00.0000000,2014-04-01 00:00:00.0000000,SEKOLAH TINGGI ILMU ADMINISTRASI MANDALA INDONESIA (STIAMI),315.0,2,2.0,True
8067,12153,33183,2012-06-01 00:00:00.0000000,2015-06-01 00:00:00.0000000,SMKN 10 SURABAYA,8.0,6,13.0,True
8068,12154,33290,2017-07-01 00:00:00.0000000,2020-05-01 00:00:00.0000000,SMK NEGERI 40 JAKARTA,86.0,6,14.0,True
8069,12155,33272,2014-10-01 00:00:00.0000000,2016-10-01 00:00:00.0000000,PRISMA PROFESSIONAL SURABAYA,3.3,4,5.0,False
8070,12156,33183,2016-06-01 00:00:00.0000000,2020-08-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH SURABAYA,3.0,2,2.0,False
8071,12157,33272,2011-09-01 00:00:00.0000000,2014-03-01 00:00:00.0000000,SMA NEGERI 1 BANJARMASIN,47.2,5,13.0,False
8072,12158,33292,2010-08-01 00:00:00.0000000,2014-08-01 00:00:00.0000000,UNIVERSITAS PGRI ADI BUANA SURABAYA,348.0,2,3.0,True
8073,12159,33302,2011-08-01 00:00:00.0000000,2015-08-01 00:00:00.0000000,BRAWIJAYA UNIVERSITY,3.34,2,7.0,True
8074,12160,33303,2017-07-01 00:00:00.0000000,2020-07-01 00:00:00.0000000,UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA,2.91,4,5.0,False
8075,12162,33305,2013-09-01 00:00:00.0000000,2017-09-01 00:00:00.0000000,UNIVERSITAS NEGERI MALANG,3.62,2,20.0,True
8076,12163,33310,2006-07-01 00:00:00.0000000,2009-11-01 00:00:00.0000000,UNIVERSITY OF JEMBER ,3.1,4,5.0,True
8077,12164,31757,2013-07-01 00:00:00.0000000,2017-10-01 00:00:00.0000000,IBM ASMI,353.0,3,5.0,False
8078,12165,33313,2015-05-01 00:00:00.0000000,2019-12-01 00:00:00.0000000,UNIVERSITAS WIDYA KARTIKA,3.61,2,17.0,False
8079,12166,33314,2017-06-01 00:00:00.0000000,2020-06-01 00:00:00.0000000,BINA MUDA,8.0,5,13.0,False
8080,12167,33315,2008-06-01 00:00:00.0000000,2017-11-01 00:00:00.0000000,UNIVERSITAS MUSLIM INDONESIA,3.09,2,2.0,True
8081,12168,33316,2011-09-01 00:00:00.0000000,2015-06-01 00:00:00.0000000,STIE INDONESIA,3.2,2,2.0,True
8082,12169,33316,2008-06-01 00:00:00.0000000,2011-04-01 00:00:00.0000000,SMKN 2 PURWOREJO,8.08,6,1.0,True
8083,12170,33316,2005-06-01 00:00:00.0000000,2008-05-01 00:00:00.0000000,SMPN 5 PURWOREJO,8.0,7,,True
8084,12171,33316,2004-05-01 00:00:00.0000000,2005-06-01 00:00:00.0000000,SDN KALIWATU,7.7,8,,True
8085,12172,33315,2005-05-01 00:00:00.0000000,2008-06-01 00:00:00.0000000,SMA NEGERI 1 PANGSID,90.0,5,,False
8086,12173,33315,2002-05-01 00:00:00.0000000,2005-04-01 00:00:00.0000000,SMP NEGERI 1 PANGSID,88.0,7,,False
8087,12174,33315,1996-04-01 00:00:00.0000000,2002-05-01 00:00:00.0000000,SD NEGERI 8 PANGSID,86.0,8,,False
8088,12175,33317,2015-05-01 00:00:00.0000000,2020-12-01 00:00:00.0000000,INSTITUT PERTANIAN BOGOR ,3.16,2,15.0,True
8089,12176,33320,2014-09-01 00:00:00.0000000,2018-09-01 00:00:00.0000000,UNIVERSITAS 17 AGUSTUS 1945 ,3.49,2,10.0,True
8090,12177,33312,2012-03-01 00:00:00.0000000,2017-04-01 00:00:00.0000000,UNIVERSITAS PROF DR MOESTOPO (BERAGAMA),2.87,2,10.0,True
8091,12178,33336,2007-06-01 00:00:00.0000000,2013-04-01 00:00:00.0000000,UDAYANA UNIVERSITY,300.0,2,6.0,True
8092,12179,33339,2008-07-01 00:00:00.0000000,2013-02-01 00:00:00.0000000,AIRLANGGA UNIVERSITY ,3.05,2,10.0,True
8093,12180,33340,2015-08-01 00:00:00.0000000,2019-07-01 00:00:00.0000000,UNIVERSITAS SEBELAS MARET,3.51,2,8.0,True
8094,12181,33337,2009-06-01 00:00:00.0000000,2016-07-01 00:00:00.0000000,ITATS,286.0,2,18.0,True
8095,12182,33344,2015-01-01 00:00:00.0000000,2020-02-01 00:00:00.0000000,UNIVERSITAS INDONESIA,3.74,2,7.0,True
8096,12183,33345,2006-07-01 00:00:00.0000000,2009-07-01 00:00:00.0000000,SMK DINAMIKA PEMBANGUNAN 1,29.48,6,13.0,True
8097,12184,33331,2015-07-01 00:00:00.0000000,2018-05-01 00:00:00.0000000,SMKN 3 TANGERANG SELATAN,77.9,6,17.0,True
8098,12185,33350,2015-08-01 00:00:00.0000000,2017-01-01 00:00:00.0000000,TARUMANAGARA UNIVERSITY,3.91,1,17.0,True
8099,12186,33350,2009-08-01 00:00:00.0000000,2013-01-01 00:00:00.0000000,TARUMANAGARA UNIVERSITY,3.43,2,2.0,True
8100,12187,33351,2007-07-01 00:00:00.0000000,2010-07-01 00:00:00.0000000,UNIVERSITAS RIAU,3.1,4,2.0,True
8101,12188,33354,1995-01-01 00:00:00.0000000,1998-01-01 00:00:00.0000000,SMU N 112,7.0,5,13.0,False
8102,12189,33298,2013-09-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UNIVERSITAS INDONESIA,3.34,2,8.0,True
8103,12190,33359,2015-08-01 00:00:00.0000000,2019-09-01 00:00:00.0000000,POLITEKNIK NEGERI JAKARTA,3.95,3,2.0,True
8104,12191,33359,2011-06-01 00:00:00.0000000,2014-07-01 00:00:00.0000000,SMKN 16 JAKARTA,9.4,6,2.0,True
8105,12192,33359,2008-06-01 00:00:00.0000000,2011-06-01 00:00:00.0000000,SMP NEGERI 265,8.75,7,,True
8106,12193,33359,2002-06-01 00:00:00.0000000,2008-07-01 00:00:00.0000000,SD NEGERI 10,7.75,8,,True
8107,12194,33363,2013-09-01 00:00:00.0000000,2019-08-01 00:00:00.0000000,UNIVERSITAS JENDERAL SOEDIRMAN ,2.76,2,8.0,True
8108,12195,33367,2015-08-01 00:00:00.0000000,2019-11-01 00:00:00.0000000,UNIVERSITAS JEMBER,3.22,2,6.0,True
8109,12196,33364,2012-09-01 00:00:00.0000000,2016-09-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH SURABAYA,3.69,2,20.0,True
8110,12197,33362,2015-08-01 00:00:00.0000000,2019-08-01 00:00:00.0000000,UNIVERSITAS SURABAYA,3.322,2,6.0,True
8111,12198,33362,2019-08-01 00:00:00.0000000,2020-12-01 00:00:00.0000000,UNIVERSITAS SURABAYA,3.725,1,6.0,True
8112,12199,33361,2010-06-01 00:00:00.0000000,2012-10-01 00:00:00.0000000,SURABAYA HOTEL SCHOOL,82.77,4,1.0,False
8113,12200,33375,2016-07-01 00:00:00.0000000,2020-06-01 00:00:00.0000000,SEKOLAH TINGGI ILMU DAKWAH AL HADID SURABAYA,3.06,2,7.0,False
8114,12201,33366,2010-09-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UNIVERSITAS BINA NUSANTARA,2.62,2,8.0,True
8115,12202,33380,2013-06-01 00:00:00.0000000,2018-06-01 00:00:00.0000000,UNIVERSITAS SWADAYA GUNUNG JATI CIREBON,336.0,2,8.0,True
8116,12203,33382,2001-06-01 00:00:00.0000000,2006-06-01 00:00:00.0000000,UNIV. SUMATERA UTARA ,2.8,2,2.0,True
8117,12204,33389,2016-08-01 00:00:00.0000000,2020-06-01 00:00:00.0000000,INSTITUT TEKNOLOGI SUMATERA,333.0,2,8.0,True
8118,12205,33384,2014-07-01 00:00:00.0000000,2019-08-01 00:00:00.0000000,UNIVERSITAS KRISTEN IMMANUEL YOGYAKARTA,2.84,2,8.0,True
8119,12206,33376,2011-05-01 00:00:00.0000000,2014-05-01 00:00:00.0000000,SMK AL-HUDA SARIWANGI,7.0,6,16.0,True
8120,12207,33392,2014-09-01 00:00:00.0000000,2018-11-01 00:00:00.0000000,STIE IGI ,3.2,2,2.0,True
8121,12208,33395,2016-08-01 00:00:00.0000000,2020-08-01 00:00:00.0000000,INSTITUT TEKNOLOGI SEPULUH NOPEMBER SURABAYA,3.2,2,7.0,True
8122,12209,33299,2001-08-01 00:00:00.0000000,2005-06-01 00:00:00.0000000,"UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR",314.0,2,7.0,True
8123,12210,33398,2018-09-01 00:00:00.0000000,2020-06-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.4,1,6.0,True
8124,12211,33398,2013-06-01 00:00:00.0000000,2017-12-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.17,2,6.0,True
8125,12212,33391,1999-01-01 00:00:00.0000000,2005-12-01 00:00:00.0000000,ITATS,2.94,2,8.0,True
8126,12214,33402,1999-06-01 00:00:00.0000000,2004-08-01 00:00:00.0000000,GUNADARMA,292.0,2,4.0,True
8127,12215,33408,2009-10-01 00:00:00.0000000,2013-10-01 00:00:00.0000000,UNIVERSITAS VETERAN RI MAKASSAR,3.22,2,4.0,True
8128,12216,33404,2009-09-01 00:00:00.0000000,2013-12-01 00:00:00.0000000,UNIVERSITAS GUNADARMA,2.99,2,4.0,True
