ApplicantID,DateFrom,DateTo,Industry,Position,Salary,ExpectedSalary,Age,EducationLevelName,MajorName
16715,2013-12-01,2017-07-01,Manufactur / Food Industry,Cost Control Staff,3500000.0,6000000.0,28,S1,PSIKOLOGI
16715,2017-07-01,2019-12-01,Pelabuhan (Bongkar Muat Peti Kemas / Forwarding),IT Staff,4500000.0,6000000.0,28,S1,PSIKOLOGI
16715,2019-01-01,2019-12-01,Biro Psikologi,Tester & Scorer,150000.0,6000000.0,28,S1,PSIKOLOGI
17002,1993-02-01,1998-06-01,PERCETAKAN SURAT KABAR,AKUNTING & PAJAK,2000000.0,5000000.0,0,D3,AKUNTANSI
17002,1991-07-01,1993-07-01,AKUNTAN PUBLIK,AUDITOR,1500000.0,5000000.0,0,D3,AKUNTANSI
17002,2003-10-01,2011-09-01,JASA,AKUNTING & PAJAK,2500000.0,5000000.0,0,D3,AKUNTANSI
17002,1998-07-01,2003-09-01,KONTINYUSFORM,AKUNTING & PAJAK,2500000.0,5000000.0,0,D3,AKUNTANSI
17002,2012-02-01,2016-02-01,GARMENT,AKUNTING & PAJAK,5000000.0,5000000.0,0,D3,AKUNTANSI
17002,2017-01-01,2019-01-01,KONTRUKSI,AKUNTING & PAJAK,4000000.0,5000000.0,0,D3,AKUNTANSI
17019,2017-11-01,2019-03-01,komputer,technical assistance,2000000.0,0.0,28,S1,TEKNIK INFORMATIKA
17028,2016-03-01,2018-12-01,IT,IT Consultant,4800000.0,5000000.0,29,S1,TEKNIK INFORMATIKA
17042,2017-01-01,2018-10-01,IT Fintech,Senior Manager,21000000.0,27000000.0,42,S1,HUKUM
17042,2008-07-01,2016-12-01,IT Fintech,Assistant Manager,17000000.0,27000000.0,42,S1,HUKUM
17042,2005-12-01,2008-04-01,Financing,Officer,4000000.0,27000000.0,42,S1,HUKUM
17042,2004-11-01,2005-11-01,Financing,Staff,2500000.0,27000000.0,42,S1,HUKUM
17045,2016-06-01,2017-09-01,Biro psikologi,Freelance association,1800000.0,5000000.0,27,S1,PSIKOLOGI
1696,2016-08-01,2018-01-01,Education,Junior web developer,4100000.0,3800000.0,0,D3,Teknik Komputer
1696,2018-08-01,2018-09-01,IT,Teknisi komputer,1600000.0,3800000.0,0,D3,Teknik Komputer
16920,2017-10-01,2018-02-01,Pemerintah,Data Entry,2500000.0,4000000.0,27,S1,SEMUA JURUSAN 2
17084,2018-04-01,2018-08-01,Media Online,Content Internship,1500000.0,6000000.0,27,S1,KOMUNIKASI
17084,2018-01-01,2018-03-01,Digital Healthcare,Content Internship,3000000.0,6000000.0,27,S1,KOMUNIKASI
17087,2018-01-01,2018-12-01,Bahan Pangan (tepung beras dan tepung ketan),maintenance electrician,3500000.0,3800000.0,28,D3,TEKNIK ELEKTRO
17087,2016-10-01,2017-12-01,manufacture woven bag,foreman produksi,3200000.0,3800000.0,28,D3,TEKNIK ELEKTRO
17016,2016-04-01,2019-04-01,Asuransi,Claim Admin,4500000.0,5500000.0,29,S1,MANAJEMEN
17124,2018-10-01,2019-01-01,Pelayaran Kapal Ferry,Spv HR Kepegawaian / Personalia,5000000.0,5000000.0,34,S1,PSIKOLOGI
17124,2014-01-01,2016-05-01,Galangan kapal dan konsorsium,Analis Pengembangan SDM ,4500000.0,5000000.0,34,S1,PSIKOLOGI
17124,2013-01-01,2014-01-01,Pertambangan Batubara,HR Rekrutmen dan Hub. Industrial,6000000.0,5000000.0,34,S1,PSIKOLOGI
17124,2010-01-01,2012-12-01,Konsultan SDM dan Psikologi,HR Operasional,3000000.0,5000000.0,34,S1,PSIKOLOGI
17127,2018-02-01,2018-09-01,Media,"Sales Administration Support, Traffic Officer",3850000.0,450000.0,28,D3,TEKNIK INFORMATIKA
17127,2017-01-01,2017-12-01,Meda,Logistic Officer,3600000.0,450000.0,28,D3,TEKNIK INFORMATIKA
17127,2014-02-01,2015-11-01,Human Resource and Management,"Sales Administration, Billing, Finance Officer",2800000.0,450000.0,28,D3,TEKNIK INFORMATIKA
17144,2013-12-01,2019-03-01,General Supplier/Trading,Operational Manager,4000000.0,6000000.0,32,S1,MANAJEMEN
17149,2018-07-01,2018-10-01,Bank,Marketing Intern,2000000.0,4200000.0,24,SMA,SMA SEGALA JURUSAN
17149,2018-12-01,2019-03-01,Partai,Media online intern,2000000.0,4200000.0,24,SMA,SMA SEGALA JURUSAN
17153,2015-12-01,2018-06-01,food and beverages,Customer Service,2000000.0,4000000.0,26,SMK,Teknik Komputer
17157,2015-12-01,2019-03-01,Distributor Cat Dulux,Staff Administrasi,3900000.0,5000000.0,25,SMK,AKUNTANSI
17160,2018-11-01,2019-03-01,Distribusi Gas dan Produksi,Warehouse Admin,4500000.0,0.0,0,S1,MANAJEMEN
17160,2018-01-01,2018-08-01,Freight Forwarding,Forwarding Staff (Invoice Staff),4300000.0,0.0,0,S1,MANAJEMEN
17188,2009-05-01,2010-03-01,Konveksi,Designer Grapich,800000.0,3500000.0,0,SMA,SMA SEGALA JURUSAN
17188,2010-03-01,2012-01-01,Percetakan,Designer Grapich,1500000.0,3500000.0,0,SMA,SMA SEGALA JURUSAN
17188,2012-01-01,2017-03-01,Komputer/ Teknik Informatika (perangkat Keras),IT support,3000000.0,3500000.0,0,SMA,SMA SEGALA JURUSAN
17188,2018-06-01,2019-02-01,Information Technology,Technical Support,4200000.0,3500000.0,0,SMA,SMA SEGALA JURUSAN
17196,2017-01-01,2019-01-01,PERCETAKAN LABEL,PRICING ESTIMATOR,4500000.0,5500000.0,28,S1,SEMUA JURUSAN
17177,2011-05-01,2012-03-01,RITEL,Officer Accounting,2300000.0,7500000.0,33,S1,AKUNTANSI
17177,2012-04-01,2012-12-01,MEDIA / HIBURAN,Assisten Accounting,3200000.0,7500000.0,33,S1,AKUNTANSI
17177,2013-03-01,2015-01-01,PERKEBUNAN,Kepala Tata Usaha/SPV ACC & FIN,8500000.0,7500000.0,33,S1,AKUNTANSI
17177,2015-01-01,2017-08-01,MANUFAKTUR CNO,Cost Control /COSTING,6500000.0,7500000.0,33,S1,AKUNTANSI
17177,2017-09-01,2018-10-01,KONTRAKTOK & MANUFAKTUR,ASISTEN MANAGER FINANCE,7000000.0,7500000.0,33,S1,AKUNTANSI
17177,2018-10-01,2019-03-01,DISTRIBUTOR ,TAX MANAGER,7500000.0,7500000.0,33,S1,AKUNTANSI
17207,2018-03-01,2018-07-01,Forwarder,Finance,3000000.0,4000000.0,30,S1,AKUNTANSI
17197,2018-06-01,2018-11-01,konstruksi,drafter,2500000.0,3750000.0,0,S1,TEKNIK SIPIL
17197,2018-03-01,2018-04-01,pertanian,staff desain grafis dan admin,1500000.0,3750000.0,0,S1,TEKNIK SIPIL
17204,2016-03-01,2019-03-01,PERBANKAN,CUSTOMER SERVICE,4800000.0,4000000.0,29,D4,MANAJEMEN
17204,2014-12-01,2015-10-01,KONTRAKTOR,ADMINISTRASI,2800000.0,4000000.0,29,D4,MANAJEMEN
17226,2011-07-01,2013-03-01,Barang-barang ritail ,Marketing,3000000.0,5000000.0,29,S1,HUKUM
17229,2017-10-01,2019-01-01,Perkayuan,staff Purchasing,7500000.0,5000000.0,24,SMA,SMA SEGALA JURUSAN
17235,2009-02-01,2011-02-01,RESTAURANT,CALL CENTRE,1650000.0,4000000.0,40,S1,SEMUA JURUSAN 2
17235,2012-09-01,2013-10-01,insurance,account executive,2000000.0,4000000.0,40,S1,SEMUA JURUSAN 2
17235,2014-04-01,2014-10-01,education,academic service,2450000.0,4000000.0,40,S1,SEMUA JURUSAN 2
17235,2017-02-01,2017-07-01,banking,relation officer,3255000.0,4000000.0,40,S1,SEMUA JURUSAN 2
17249,2010-10-01,2016-12-01,Banking,IT SUPPORT ,4000000.0,4500000.0,32,S1,MANAJEMEN
17249,2016-12-01,2018-06-01,Banking ,IT support ,4000000.0,4500000.0,32,S1,MANAJEMEN
16779,2016-09-01,2018-08-01,Kontraktor,Staff IT Support & Development,3500000.0,3500000.0,30,S1,TEKNIK INFORMATIKA
17214,2015-02-01,2015-04-01,Government,Internship in Human Resources Division,2000000.0,5000000.0,28,S1,MANAJEMEN
17172,2015-02-01,2017-08-01,Pendidikan,Tutor,300000.0,4000000.0,26,S1,MANAJEMEN
17243,2017-01-01,2017-09-01,Pembiayaan,Telemarketing,3270936.0,0.0,0,S1,MANAJEMEN
17283,2019-01-01,2019-01-01,Food,Graphic Designer,3200000.0,3700000.0,27,S1,DESAIN GRAFIS
17290,2017-11-01,2018-11-01,Souvenir,Staff Desain Grafis,3300000.0,3500000.0,28,S1,Teknik Komputer
17275,2013-08-01,2014-03-01,SOFTWARE HOUSE,IMPLEMENTATOR,2700000.0,5500000.0,31,S1,TEKNIK INFORMATIKA
17304,2018-01-01,2018-12-01,Pemerintahan,Supporting staff,3400000.0,3500000.0,25,D3,MANAJEMEN
17280,2018-10-01,2018-11-01,Rent Car,Administration Staff,2300000.0,2700000.0,27,S1,SEMUA JURUSAN
17306,2018-10-01,2019-02-01,Financial Technology,Accounting,3820000.0,4000000.0,26,D4,MANAJEMEN
17315,2019-02-01,2019-03-01,Handphone,Admin Retur,2700000.0,3800000.0,25,D3,SEMUA JURUSAN
17315,2018-04-01,2019-09-01,Manufaktur,Warehouse Support,3650000.0,3800000.0,25,D3,SEMUA JURUSAN
17322,2007-10-01,2014-06-01,Education,Staff Administrasi and Secretary to Director,3400000.0,7000000.0,41,D3,SEKRETARIS
18305,2015-10-01,2016-09-01,Finance/ Pembiayaan Kendaraan Bermotor,Credit Marketing Officer (CMO),5000000.0,6000000.0,34,S1,SEMUA JURUSAN
16850,2014-10-01,2016-10-01,Hospitality,Head of HRD & GA,15000000.0,20000000.0,43,S1,TEKNIK INFORMATIKA
16850,2012-01-01,2014-09-01,Hospitality,HRD & GA Manager,10000000.0,20000000.0,43,S1,TEKNIK INFORMATIKA
16850,2009-01-01,2011-12-01,Retails,HRD & GA Manager,8500000.0,20000000.0,43,S1,TEKNIK INFORMATIKA
16850,2006-03-01,2008-12-01,Telco Retails,Area Sales Manager,5000000.0,20000000.0,43,S1,TEKNIK INFORMATIKA
16850,2004-06-01,2006-02-01,Telco Retails,IT Support,2500000.0,20000000.0,43,S1,TEKNIK INFORMATIKA
16850,2003-06-01,2004-05-01,Telco Retails,Sales Executive,1750000.0,20000000.0,43,S1,TEKNIK INFORMATIKA
18320,2010-07-01,2013-07-01,Perbankan,Frontliner,3800000.0,5000000.0,30,S1,AKUNTANSI
18325,2012-02-01,2013-03-01,IT SOLUTION,DESKTOP SUPPORT ENGINEER,3500000.0,4000000.0,34,S1,TEKNIK INFORMATIKA
18325,2013-12-01,2014-12-01,FMCG,RETAIL ADMINISTTRATOR,3820000.0,4000000.0,34,S1,TEKNIK INFORMATIKA
18325,2014-12-01,2018-02-01,FMCG,RETAIL ENGAGEMENT EXECUTIVE,6000000.0,4000000.0,34,S1,TEKNIK INFORMATIKA
18330,2015-08-01,2018-12-01,Services,Accounting staff & Document staff,3800000.0,4200000.0,34,S1,AKUNTANSI
17261,2016-10-01,2017-07-01,Pelayanan Kesehatan Daerah,IT Staff,3200000.0,3500000.0,35,S1,TEKNIK INFORMATIKA
18338,2018-11-01,2019-03-01,IT,Design and Social Media Marketing,2200000.0,4000000.0,0,S1,PSIKOLOGI
5528,2016-09-01,2017-08-01,Oil & Energy,Corporate Social Reponsibility Staff,3600000.0,4700000.0,31,S1,KOMUNIKASI
5528,2017-08-01,2018-07-01,Tranportation,Account Executive,4200000.0,4700000.0,31,S1,KOMUNIKASI
18369,2017-06-01,2018-02-01,Facility service,Teknisi building,3900000.0,0.0,26,SMK,TEKNIK ELEKTRO
18376,2003-10-01,2018-05-01,pariwisata,SPV,5000000.0,9000000.0,37,S1,KOMUNIKASI
18376,2018-09-01,2019-03-01,pariwisata,SPV,8000000.0,9000000.0,37,S1,KOMUNIKASI
18376,2012-03-01,2013-08-01,otomotive,sales executive,3000000.0,9000000.0,37,S1,KOMUNIKASI
18379,2017-05-01,2018-06-01,KESEHATAN,PROGRAMMER,1850000.0,4000000.0,0,S1,TEKNIK INFORMATIKA
18391,2017-10-01,2018-06-01,Building Management,Media Relations,4000000.0,4500000.0,27,S1,KOMUNIKASI
18385,2013-11-01,2018-06-01,Education,IT Staff,2200000.0,4000000.0,0,S1,TEKNIK INFORMATIKA
18390,2015-10-01,2016-10-01,PENYEDIA JASA OUTSOURCING,SPV ACCOUNTING,3500000.0,5000000.0,29,S1,AKUNTANSI
18390,2013-09-01,2015-10-01,DISTRIBUTOR PAKAN IKAN,ACCOUNTING STAF,3000000.0,5000000.0,29,S1,AKUNTANSI
18400,2013-03-01,2016-01-01,BROADCAST/MEDIA,PRODUCTION CREATIVE,4500000.0,7000000.0,33,S1,SEMUA JURUSAN 2
18400,2016-05-01,2017-08-01,AIRLINES,CONTENT MANAGEMENT,3500000.0,7000000.0,33,S1,SEMUA JURUSAN 2
18404,2012-09-01,2018-02-01,management property,Building Operasional Manager,15000000.0,15000000.0,44,S1,HUKUM
18424,2016-09-01,2018-03-01,Migas,HR-Legal,3600000.0,4000000.0,29,S1,HUKUM
18425,2013-08-01,2015-07-01,Telecomunication,IT Support,4000000.0,8000000.0,32,S1,TEKNIK INFORMATIKA
18425,2015-07-01,2018-07-01,Oil and Gas,Junior Helpdesk,7300000.0,8000000.0,32,S1,TEKNIK INFORMATIKA
18433,2015-11-01,2016-11-01,aquaculture and manufacturing,admin IT & support ,3600000.0,4000000.0,29,S1,SEMUA JURUSAN
18433,2016-12-01,2017-12-01,percetakan dan digital printing ,IT STAFF,3800000.0,4000000.0,29,S1,SEMUA JURUSAN
18433,2018-01-01,2018-09-01,travel and tourism ,tour guide ,1000000.0,4000000.0,29,S1,SEMUA JURUSAN
18416,2015-06-01,2016-07-01,Rumah Singgah,IT Supp ,1500000.0,3500000.0,25,D3,TEKNIK INFORMATIKA
18416,2016-07-01,2017-08-01,Food And Beverages ,Admin,1750000.0,3500000.0,25,D3,TEKNIK INFORMATIKA
18416,2018-06-01,2018-12-01,Cyber cafe,Operator,900000.0,3500000.0,25,D3,TEKNIK INFORMATIKA
18437,2018-03-01,2019-01-01,Automotive,Sales Executive & Body Paint Administration,2500000.0,5000000.0,33,S1,PSIKOLOGI
18437,2017-07-01,2018-02-01,Property,Marketing,1500000.0,5000000.0,33,S1,PSIKOLOGI
18437,2016-09-01,2017-06-01,Automotive,Sales Executive,2100000.0,5000000.0,33,S1,PSIKOLOGI
18458,2015-02-01,2016-06-01,legal company,legal staff,4000000.0,4000000.0,31,S1,HUKUM
12641,2016-01-01,2018-07-01,INTERNET DAN TV KABEL,STAF TEKNIK,3500000.0,4500000.0,0,S1,TEKNIK ELEKTRO
18488,2012-01-01,2018-08-01,Perbankan,Customer service officer,4900000.0,7000000.0,37,S1,HUKUM
18409,2013-07-01,2017-01-01,Newspaper Association,Finance and Accounting Staff,6675000.0,8500000.0,27,S1,AKUNTANSI
18409,2017-01-01,2017-10-01,Food and Beverage,Treasury Staff,6290000.0,8500000.0,27,S1,AKUNTANSI
18409,2017-10-01,2018-01-01,Offshore,Finance and Accounting Officer ,6250000.0,8500000.0,27,S1,AKUNTANSI
18409,2018-01-01,2019-02-01,Property,Finance and Accounting Staff,6600000.0,8500000.0,27,S1,AKUNTANSI
18371,2014-02-01,2015-11-01,Otomotif,Marketing Teknik,3300000.0,5000000.0,29,D3,SEMUA JURUSAN 2
18516,2018-06-01,2018-11-01,Data Center,Network Operating Center,3700000.0,3500000.0,24,SMK,TEKNIK INFORMATIKA
18516,2019-02-01,2019-03-01,Pemerintahan,Teknisi Jaringan dan CCTV,3800000.0,3500000.0,24,SMK,TEKNIK INFORMATIKA
18553,2014-02-01,2016-01-01,Telecommunication,Customer service,2500000.0,7000000.0,32,S1,SEMUA JURUSAN 2
18553,2016-02-01,2016-10-01,Telecommunication,Team leader,4500000.0,7000000.0,32,S1,SEMUA JURUSAN 2
18553,2016-11-01,2017-11-01,Telecommunication,Admin service quality area,7000000.0,7000000.0,32,S1,SEMUA JURUSAN 2
18553,2017-12-01,2019-03-01,Telecommunication,Admin service quality regional,5000000.0,7000000.0,32,S1,SEMUA JURUSAN 2
18552,2009-11-01,2010-04-01,Manufaktur,IT Operational,800000.0,3000000.0,0,SMK,TEKNIK ELEKTRO
18552,2010-11-01,2011-12-01,Advertising,Teknisi IT,800000.0,3000000.0,0,SMK,TEKNIK ELEKTRO
18552,2013-01-01,2013-11-01,Telekomunikasi,Document Control,2000000.0,3000000.0,0,SMK,TEKNIK ELEKTRO
18564,2017-01-01,2017-06-01,START-UP (CATHERING),Operational Staff Intern,2500000.0,3000000.0,24,SMK,Teknik Komputer
18564,2017-12-01,2019-01-01,Jasa,Staf Administrasi,2500000.0,3000000.0,24,SMK,Teknik Komputer
18579,2014-08-01,2018-03-01,Advertising,Desain Office,3900000.0,4300000.0,35,D3,DESAIN GRAFIS
18580,2013-05-01,2017-04-01,Elektronik,Sales Support,7000000.0,0.0,0,S1,TEKNIK INFORMATIKA
2191,2018-09-01,2018-12-01,Perbankan,Staf Biro IT,2000000.0,3700000.0,34,D4,TEKNIK INFORMATIKA
17057,2013-02-01,2013-04-01,Jasa Otomotif,Staf HRD,3200000.0,5200000.0,35,S1,MANAJEMEN
17057,2013-09-01,2016-12-01,Manufactur,Staff HRD,4620000.0,5200000.0,35,S1,MANAJEMEN
17057,2017-01-01,2018-01-01,Konsultan Quantity Surveyor,Staff HR & GA,4800000.0,5200000.0,35,S1,MANAJEMEN
17057,2018-02-01,2018-12-01,Event Organizing,Staf HRD,5000000.0,5200000.0,35,S1,MANAJEMEN
18594,2014-01-01,2017-01-01,Shirt Screen and Digital Printing,Design,2300000.0,4000000.0,31,S1,TEKNIK INFORMATIKA
18594,2017-01-01,2019-03-01,VoIP (Telecommunication),Technical Support,4000000.0,4000000.0,31,S1,TEKNIK INFORMATIKA
18568,2011-05-01,2017-03-01,JASA ASURANSI,SUPERVISOR,6500000.0,7000000.0,0,S2,MANAJEMEN
18601,2008-05-01,2018-09-01,amplop,Supervisor,8000000.0,8000000.0,50,S1,AKUNTANSI
18603,2017-06-01,2018-05-01,SISTEM INFORMASI DAN JARINGAN,SERVICE AREA ENGINEERING,2500000.0,3800000.0,26,SMK,TEKNIK INFORMATIKA
18613,2016-08-01,2017-03-01,Konsultan Pajak,Tax Assistant,3500000.0,7500000.0,28,S1,AKUNTANSI
18617,2016-08-01,2017-09-01,Life Insurance,Accounting Staf,5500000.0,7000000.0,29,S1,AKUNTANSI
18617,2017-09-01,2017-12-01,Distributor,Internal Auditor,7000000.0,7000000.0,29,S1,AKUNTANSI
18639,2014-01-01,2017-04-01,Manufacturing produksi karet,Manager operasional,8000000.0,0.0,0,S1,TEKNIK SIPIL
18639,2007-07-01,2013-12-01,"Kontraktor, factory",General manager,8000000.0,0.0,0,S1,TEKNIK SIPIL
18639,2003-01-01,2007-05-01,"Manufacturing produksi MANCIS,makanan,minuman",Manager produksi,5000000.0,0.0,0,S1,TEKNIK SIPIL
18532,2012-10-01,2012-12-01,Kosmetik,Admin Marketing,1800000.0,5000000.0,31,S1,AKUNTANSI
18532,2013-01-01,2014-05-01,Perdagangan,Marketing & GA Administration,3500000.0,5000000.0,31,S1,AKUNTANSI
18532,2014-06-01,2015-02-01,Perdagangan,Business Development Staff,4000000.0,5000000.0,31,S1,AKUNTANSI
18532,2015-04-01,2016-12-01,Perdagangan,Finance & Tax Admin,4200000.0,5000000.0,31,S1,AKUNTANSI
18532,2017-01-01,2017-10-01,PROPERTY,Marketing Support & Administration,4200000.0,5000000.0,31,S1,AKUNTANSI
18637,2013-09-01,2016-12-01,Outshorcing,driver,2800000.0,5000000.0,29,S1,MANAJEMEN
17119,2003-03-01,2012-01-01,Perbankan,Privat Banking,7000000.0,5000000.0,45,S1,AKUNTANSI
18674,2010-01-01,2013-07-01,Perbankan,"SID Checking, AKKI Checking, Team Leader",3000000.0,6000000.0,37,D3,MANAJEMEN
18674,2016-07-01,2016-04-01,Perbankan,MIS,4500000.0,6000000.0,37,D3,MANAJEMEN
17170,2014-11-01,2015-07-01,AKUNTAN PUBLIK,JUNIOR AUDITOR,650000.0,0.0,30,S1,AKUNTANSI
17319,2015-03-01,2016-05-01,Retail,Kasir,3400000.0,0.0,27,S1,AKUNTANSI
18607,2018-06-01,2018-09-01,Entertaiment/Media,Operational Budget Officer (Internship),2000000.0,4000000.0,26,S1,MANAJEMEN
18607,2017-06-01,2017-09-01,"Camp service, maintenance",Admin Training/Recruitment,1000000.0,4000000.0,26,S1,MANAJEMEN
18684,2016-08-01,2019-03-01,Ground Handling Airport Service,Staff Accounting,4300000.0,5000000.0,0,S1,AKUNTANSI
18687,2017-12-01,2018-04-01,IT Konsultan,IT PROGRAMMER,3700000.0,6000000.0,28,S1,TEKNIK INFORMATIKA
18687,2018-07-01,2018-10-01,multifinance,MIS OFFICER,4000000.0,6000000.0,28,S1,TEKNIK INFORMATIKA
18689,2018-04-01,2019-03-01,GENERAL CONTRACTOR,PURCHASING STAFF,5000000.0,0.0,33,S1,AKUNTANSI
18689,2016-08-01,2018-02-01,APARTMENT,PURCHASING STAFF,3500000.0,0.0,33,S1,AKUNTANSI
18689,2014-12-01,2015-05-01,MANUFACTURING,ADMIN ACCOUNTING,2700000.0,0.0,33,S1,AKUNTANSI
18689,2013-05-01,2014-05-01,HOTEL,F&B SERVICE STAFF,2200000.0,0.0,33,S1,AKUNTANSI
18694,2017-09-01,2018-09-01,Properti and Wisata,Corporate Legal Staff,5500000.0,6000000.0,28,S1,HUKUM
18480,2014-06-01,2018-05-01,Social Enterprise,Supervisor Operational - Project Manager ,5500000.0,7000000.0,32,S1,SEMUA JURUSAN
18702,2017-02-01,2017-05-01,Oil and gas,Internship HR Recruitment,1250000.0,0.0,0,S1,PSIKOLOGI
18702,2018-01-01,2018-03-01,Pendidikan,Internship HR Recruitment,1000000.0,0.0,0,S1,PSIKOLOGI
18701,2018-01-01,2019-02-01,Kantor Hukum,legal Manager,3500000.0,7000000.0,29,S1,HUKUM
18715,2014-03-01,2015-09-01,Insurance,Trainer,5000000.0,5000000.0,32,S1,MANAJEMEN
18715,2010-09-01,2014-03-01,Telecommunication,QA (Quality Assurance),4500000.0,5000000.0,32,S1,MANAJEMEN
18715,2008-06-01,2010-10-01,Export Import,Import Administration,3500000.0,5000000.0,32,S1,MANAJEMEN
18730,2018-08-01,2018-12-01,Mining,Internship,400000.0,4000000.0,25,S1,PSIKOLOGI
18730,2019-03-01,2019-04-01,Modal Ventura,Volunteer,950000.0,4000000.0,25,S1,PSIKOLOGI
18732,2017-01-01,2018-10-01,Audit and Assurance ,Senior Auditor ,5000000.0,7000000.0,31,S2,AKUNTANSI
18732,2015-02-01,2016-12-01,Audit and Assurance ,Junior  Auditor ,3500000.0,7000000.0,31,S2,AKUNTANSI
18769,2015-01-01,2015-06-01,Rumah Sakit,IT SUPPORT,2500000.0,4000000.0,29,D3,TEKNIK INFORMATIKA
18769,2016-06-01,2017-08-01,LOGISTIC,IT STAFF,3600000.0,4000000.0,29,D3,TEKNIK INFORMATIKA
18769,2018-01-01,2018-06-01,TELEKOMUNIKASI,IT STAFF,2800000.0,4000000.0,29,D3,TEKNIK INFORMATIKA
18795,2016-01-01,2017-01-01,Hukum,Staff,1500000.0,5000000.0,27,S1,HUKUM
18651,2010-03-01,2018-05-01,Developer,Marketing,2500000.0,5000000.0,47,SMA,TEKNIK INFORMATIKA
18651,2019-01-01,2019-04-01,Developer,Marketing,3500000.0,5000000.0,47,SMA,TEKNIK INFORMATIKA
18809,2016-08-01,2017-11-01,Legal Aid and Service,Staff Admin,2500000.0,0.0,0,S1,PSIKOLOGI
18818,2015-03-01,2019-04-01,Food and Beverage,Supervisor,4500000.0,4000000.0,30,SMA,SEKRETARIS
18829,2018-06-01,2018-09-01,Law,staff Admin,1500000.0,4000000.0,28,S1,SEMUA JURUSAN
18819,2018-02-01,2019-02-01,Hotel,Administration,4000000.0,5000000.0,31,D3,TEKNIK INFORMATIKA
18819,2015-01-01,2017-02-01,Electronic,Costumer Services,3000000.0,5000000.0,31,D3,TEKNIK INFORMATIKA
18841,2017-01-01,2018-12-01,HEALTH INSURANCE,"FRONTLINER, BACK RELATION OFFICER",3989000.0,5500000.0,28,S1,HUKUM
18782,2014-11-01,2018-06-01,Jasa Audit,Auditor,4800000.0,8000000.0,30,S1,AKUNTANSI
18864,2004-01-01,2014-02-01,Textile,Assistant Manager,8000000.0,4000000.0,42,S1,MANAJEMEN
18864,2014-06-01,2018-10-01,Retail store,Owner,10000000.0,4000000.0,42,S1,MANAJEMEN
18865,2015-06-01,2019-02-01,Event Organizer,Staff Project,6000000.0,7000000.0,29,S1,SEMUA JURUSAN
18877,2014-07-01,2018-12-01,JASA MEDIA/RETAIL ,ADMIN PAYMENT VALIDATION ,5500000.0,7000000.0,31,S1,SEMUA JURUSAN
18821,2015-11-01,2017-01-01,Property,Engineering Staff,4300000.0,9000000.0,44,S1,TEKNIK ELEKTRO
18821,2017-02-01,2017-04-01,Property,Maintenance Head,6000000.0,9000000.0,44,S1,TEKNIK ELEKTRO
18821,2006-07-01,2015-07-01,Property,BM Staff,4000000.0,9000000.0,44,S1,TEKNIK ELEKTRO
18894,2018-08-01,2018-12-01,Pendidikan,Asisten Dosen,650000.0,500000.0,26,S1,PSIKOLOGI
18915,2018-04-01,2019-02-01,PERBANKAN,TELLER,4200000.0,4000000.0,28,S1,SEMUA JURUSAN
18933,2018-10-01,2019-03-01,Online,Telesales,5000000.0,4500000.0,35,D3,KOMUNIKASI
18918,2013-03-01,2016-05-01,Manufactur,Admin Sales,4000000.0,7500000.0,30,S1,AKUNTANSI
18918,2016-06-01,2018-12-01,Manufactur,Finance Staff,5500000.0,7500000.0,30,S1,AKUNTANSI
18965,2018-03-01,2018-09-01,Transportasi,Operational Support Staff,3785000.0,4000000.0,29,S1,TEKNIK INFORMATIKA
18965,2017-04-01,2017-11-01,Perbankan,Sales Kartu Kredit,3475000.0,4000000.0,29,S1,TEKNIK INFORMATIKA
18972,2015-02-01,2018-12-01,Legal,Asisten Advokat,2000000.0,4000000.0,32,S2,HUKUM
18992,2018-08-01,2018-11-01,Infrastruktur,Talent empowerment program,2000000.0,5000000.0,25,S1,AKUNTANSI
18993,2014-07-01,2015-02-01,Batubara,Administrasi,2500000.0,4500000.0,26,S1,TEKNIK INFORMATIKA
18993,2018-02-01,2018-03-01,IT,Junior IT Engineer Intern,2000000.0,4500000.0,26,S1,TEKNIK INFORMATIKA
19016,2017-09-01,2018-03-01,Otomotif,Marketing,2000000.0,3800000.0,27,D3,MANAJEMEN
18978,2015-03-01,2017-03-01,Pelayanan Hukum,Asisten Notaris,3200000.0,7000000.0,29,S2,HUKUM
19023,2008-03-01,2011-02-01,Teknologi Informasi,Programmer dan Hardware Troublesh00ting,3000000.0,4500000.0,39,S1,SEMUA JURUSAN 2
19023,2011-06-01,2017-02-01,Akademik,System Analyst dan Supervisor Helpdesk,7500000.0,4500000.0,39,S1,SEMUA JURUSAN 2
19023,2017-03-01,2019-03-01,Teknologi Informasi,General Affair,9000000.0,4500000.0,39,S1,SEMUA JURUSAN 2
19032,2016-01-01,2019-01-01,Tourism,HR Manager,4500000.0,5000000.0,30,D3,SEMUA JURUSAN
19034,2016-09-01,2018-12-01,Garment,Administration,23000000.0,5000000.0,31,S1,MANAJEMEN
19058,2017-08-01,2017-12-01,Pemerintahan,Pengolah Data Jabatan,2000000.0,5000000.0,26,S1,PSIKOLOGI
19061,2019-01-01,2018-04-01,Konsultan Hukum,Legal Internship ,3000000.0,4800000.0,27,S1,HUKUM
19088,2014-08-01,2018-12-01,Architecture consultant,Project manager,4000000.0,4500000.0,33,S1,ARSITEK
